accuracy,split_method,layer,seed
1.0,spatial,layer5,736
1.0,spatial,layer1,737
0.9986376021798364,spatial,layer2,737
1.0,spatial,layer3,737
1.0,spatial,layer4,737
1.0,spatial,layer5,737
1.0,spatial,layer1,738
0.99991222647097,spatial,layer2,738
1.0,spatial,layer3,738
1.0,spatial,layer4,738
0.999994325178615,spatial,layer5,738
1.0,spatial,layer1,739
1.0,spatial,layer2,739
1.0,spatial,layer3,739
1.0,spatial,layer4,739
1.0,spatial,layer5,739
1.0,spatial,layer1,740
0.99991222647097,spatial,layer2,740
1.0,spatial,layer3,740
0.999634941943993,spatial,layer4,740
0.9998808287509152,spatial,layer5,740
1.0,spatial,layer1,741
1.0,spatial,layer2,741
0.999884889387228,spatial,layer3,741
1.0,spatial,layer4,741
0.999994325178615,spatial,layer5,741
1.0,spatial,layer1,742
1.0,spatial,layer2,742
1.0,spatial,layer3,742
1.0,spatial,layer4,742
1.0,spatial,layer5,742
1.0,spatial,layer1,743
1.0,spatial,layer2,743
1.0,spatial,layer3,743
1.0,spatial,layer4,743
1.0,spatial,layer5,743
1.0,spatial,layer1,744
0.99991222647097,spatial,layer2,744
0.999884889387228,spatial,layer3,744
1.0,spatial,layer4,744
1.0,spatial,layer5,744
1.0,spatial,layer1,745
1.0,spatial,layer2,745
1.0,spatial,layer3,745
1.0,spatial,layer4,745
1.0,spatial,layer5,745
1.0,spatial,layer1,746
1.0,spatial,layer2,746
0.9912132232250584,spatial,layer3,746
1.0,spatial,layer4,746
1.0,spatial,layer5,746
1.0,spatial,layer1,747
1.0,spatial,layer2,747
0.9952165145359124,spatial,layer3,747
1.0,spatial,layer4,747
1.0,spatial,layer5,747
1.0,spatial,layer1,748
1.0,spatial,layer2,748
0.9974164062466692,spatial,layer3,748
1.0,spatial,layer4,748
1.0,spatial,layer5,748
1.0,spatial,layer1,749
1.0,spatial,layer2,749
1.0,spatial,layer3,749
1.0,spatial,layer4,749
1.0,spatial,layer5,749
1.0,spatial,layer1,750
0.9998855127882216,spatial,layer2,750
1.0,spatial,layer3,750
1.0,spatial,layer4,750
1.0,spatial,layer5,750
1.0,spatial,layer1,751
1.0,spatial,layer2,751
1.0,spatial,layer3,751
1.0,spatial,layer4,751
1.0,spatial,layer5,751
1.0,spatial,layer1,752
0.8791930941313856,spatial,layer2,752
0.9998678359631136,spatial,layer3,752
1.0,spatial,layer4,752
0.994546496649018,spatial,layer5,752
1.0,spatial,layer1,753
0.992588861157542,spatial,layer2,753
1.0,spatial,layer3,753
1.0,spatial,layer4,753
1.0,spatial,layer5,753
1.0,spatial,layer1,754
0.9911997496546302,spatial,layer2,754
0.9998763626751708,spatial,layer3,754
1.0,spatial,layer4,754
1.0,spatial,layer5,754
1.0,spatial,layer1,755
0.9998206367015472,spatial,layer2,755
1.0,spatial,layer3,755
1.0,spatial,layer4,755
1.0,spatial,layer5,755
1.0,spatial,layer1,756
1.0,spatial,layer2,756
0.9999232595914852,spatial,layer3,756
1.0,spatial,layer4,756
1.0,spatial,layer5,756
1.0,spatial,layer1,757
0.9998626153458658,spatial,layer2,757
0.8156652753914827,spatial,layer3,757
1.0,spatial,layer4,757
1.0,spatial,layer5,757
1.0,spatial,layer1,758
0.999881696547829,spatial,layer2,758
0.9998635726070848,spatial,layer3,758
1.0,spatial,layer4,758
0.999869479108145,spatial,layer5,758
1.0,spatial,layer1,759
1.0,spatial,layer2,759
1.0,spatial,layer3,759
1.0,spatial,layer4,759
1.0,spatial,layer5,759
1.0,spatial,layer1,760
1.0,spatial,layer2,760
0.93069914775513,spatial,layer3,760
1.0,spatial,layer4,760
0.99981840571568,spatial,layer5,760
1.0,spatial,layer1,761
0.9982483456597898,spatial,layer2,761
1.0,spatial,layer3,761
1.0,spatial,layer4,761
0.99986380428676,spatial,layer5,761
1.0,spatial,layer1,762
1.0,spatial,layer2,762
0.9999104695233996,spatial,layer3,762
1.0,spatial,layer4,762
0.999869479108145,spatial,layer5,762
1.0,spatial,layer1,763
0.9950886138550544,spatial,layer3,763
1.0,spatial,layer4,763
0.9539204503538252,spatial,layer5,763
1.0,spatial,layer1,764
0.9655279005335105,spatial,layer2,764
0.9928887221442976,spatial,layer3,764
1.0,spatial,layer4,764
0.9997957064301402,spatial,layer5,764
0.9998974616050677,spatial,layer1,765
1.0,spatial,layer2,765
0.9998763626751708,spatial,layer3,765
1.0,spatial,layer4,765
1.0,spatial,layer5,765
0.9999886068450076,spatial,layer1,766
1.0,spatial,layer2,766
0.999872099319142,spatial,layer3,766
1.0,spatial,layer4,766
0.99980705607291,spatial,layer5,766
1.0,spatial,layer1,767
0.9910776299620666,spatial,layer2,767
1.0,spatial,layer3,767
1.0,spatial,layer4,767
1.0,spatial,layer5,767
1.0,spatial,layer1,768
1.0,spatial,layer2,768
0.9998763626751708,spatial,layer3,768
1.0,spatial,layer4,768
0.999994325178615,spatial,layer5,768
1.0,spatial,layer1,769
1.0,spatial,layer2,769
1.0,spatial,layer3,769
1.0,spatial,layer4,769
1.0,spatial,layer5,769
1.0,spatial,layer1,770
1.0,spatial,layer2,770
1.0,spatial,layer3,770
1.0,spatial,layer4,770
1.0,spatial,layer5,770
0.9998974616050677,spatial,layer1,771
1.0,spatial,layer2,771
1.0,spatial,layer3,771
1.0,spatial,layer4,771
1.0,spatial,layer5,771
1.0,spatial,layer1,772
0.9952411482304092,spatial,layer2,772
1.0,spatial,layer3,772
1.0,spatial,layer4,772
1.0,spatial,layer5,772
0.99995442738003,spatial,layer1,773
1.0,spatial,layer2,773
0.9999189962354568,spatial,layer3,773
1.0,spatial,layer4,773
1.0,spatial,layer5,773
1.0,spatial,layer1,774
1.0,spatial,layer2,774
1.0,spatial,layer3,774
1.0,spatial,layer4,774
1.0,spatial,layer5,774
1.0,spatial,layer1,775
0.9988360466802524,spatial,layer2,775
1.0,spatial,layer3,775
1.0,spatial,layer4,775
1.0,spatial,layer5,775
1.0,spatial,layer1,776
0.999832085422725,spatial,layer2,776
0.9998593092510564,spatial,layer3,776
1.0,spatial,layer4,776
1.0,spatial,layer5,776
1.0,spatial,layer1,777
1.0,spatial,layer2,777
1.0,spatial,layer3,777
1.0,spatial,layer4,777
1.0,spatial,layer5,777
1.0,spatial,layer1,778
0.9999465726345034,spatial,layer2,778
0.9998337291148848,spatial,layer3,778
1.0,spatial,layer4,778
1.0,spatial,layer5,778
1.0,spatial,layer1,779
1.0,spatial,layer2,779
1.0,spatial,layer3,779
1.0,spatial,layer4,779
1.0,spatial,layer5,779
1.0,spatial,layer1,780
1.0,spatial,layer2,780
0.9998934160992852,spatial,layer3,780
1.0,spatial,layer4,780
1.0,spatial,layer5,780
1.0,spatial,layer1,781
1.0,spatial,layer2,781
0.999914732879428,spatial,layer3,781
1.0,spatial,layer4,781
0.99986380428676,spatial,layer5,781
1.0,spatial,layer1,782
1.0,spatial,layer2,782
0.999884889387228,spatial,layer3,782
1.0,spatial,layer4,782
0.99981840571568,spatial,layer5,782
1.0,spatial,layer1,783
0.9998931452690067,spatial,layer2,783
1.0,spatial,layer3,783
1.0,spatial,layer4,783
1.0,spatial,layer5,783
1.0,spatial,layer1,784
1.0,spatial,layer2,784
1.0,spatial,layer3,784
1.0,spatial,layer4,784
1.0,spatial,layer5,784
1.0,spatial,layer1,785
0.9998893290286142,spatial,layer2,785
1.0,spatial,layer3,785
1.0,spatial,layer4,785
1.0,spatial,layer5,785
1.0,spatial,layer1,786
1.0,spatial,layer2,786
1.0,spatial,layer3,786
1.0,spatial,layer4,786
0.999892178393685,spatial,layer5,786
1.0,spatial,layer1,787
1.0,spatial,layer2,787
0.9998891527432564,spatial,layer3,787
1.0,spatial,layer4,787
1.0,spatial,layer5,787
1.0,spatial,layer1,788
1.0,spatial,layer2,788
1.0,spatial,layer3,788
1.0,spatial,layer4,788
1.0,spatial,layer5,788
1.0,spatial,layer1,789
1.0,spatial,layer2,789
1.0,spatial,layer3,789
1.0,spatial,layer4,789
1.0,spatial,layer5,789
1.0,spatial,layer1,790
0.9998778803074364,spatial,layer2,790
0.9839484645523264,spatial,layer3,790
1.0,spatial,layer4,790
1.0,spatial,layer5,790
1.0,spatial,layer1,791
1.0,spatial,layer2,791
1.0,spatial,layer3,791
1.0,spatial,layer4,791
1.0,spatial,layer5,791
1.0,spatial,layer1,792
1.0,spatial,layer2,792
0.9987977335999352,spatial,layer3,792
1.0,spatial,layer4,792
1.0,spatial,layer5,792
1.0,spatial,layer1,793
1.0,spatial,layer2,793
0.9998124123347416,spatial,layer3,793
1.0,spatial,layer4,793
1.0,spatial,layer5,793
1.0,spatial,layer1,794
1.0,spatial,layer2,794
1.0,spatial,layer3,794
1.0,spatial,layer4,794
1.0,spatial,layer5,794
1.0,spatial,layer1,795
1.0,spatial,layer2,795
1.0,spatial,layer3,795
1.0,spatial,layer4,795
0.999994325178615,spatial,layer5,795
1.0,spatial,layer1,796
1.0,spatial,layer2,796
1.0,spatial,layer3,796
1.0,spatial,layer4,796
0.9985699450109808,spatial,layer5,796
1.0,spatial,layer1,797
1.0,spatial,layer2,797
1.0,spatial,layer3,797
1.0,spatial,layer4,797
0.9998240805370652,spatial,layer5,797
1.0,spatial,layer1,798
1.0,spatial,layer2,798
1.0,spatial,layer3,798
1.0,spatial,layer4,798
1.0,spatial,layer5,798
1.0,spatial,layer1,799
0.9896579885360138,spatial,layer2,799
0.9966021052452068,spatial,layer3,799
1.0,spatial,layer4,799
0.999994325178615,spatial,layer5,799
1.0,spatial,layer1,800
0.9998473503842954,spatial,layer2,800
1.0,spatial,layer3,800
1.0,spatial,layer4,800
1.0,spatial,layer5,800
1.0,spatial,layer1,801
0.9998969615093994,spatial,layer2,801
1.0,spatial,layer3,801
1.0,spatial,layer4,801
1.0,spatial,layer5,801
1.0,spatial,layer1,802
1.0,spatial,layer2,802
1.0,spatial,layer3,802
1.0,spatial,layer4,802
1.0,spatial,layer5,802
1.0,spatial,layer1,803
0.9998740640670436,spatial,layer2,803
0.9922620088080936,spatial,layer3,803
1.0,spatial,layer4,803
0.9997957064301402,spatial,layer5,803
1.0,spatial,layer1,804
1.0,spatial,layer2,804
1.0,spatial,layer3,804
1.0,spatial,layer4,804
1.0,spatial,layer5,804
1.0,spatial,layer1,805
1.0,spatial,layer2,805
1.0,spatial,layer3,805
1.0,spatial,layer4,805
1.0,spatial,layer5,805
1.0,spatial,layer1,806
0.9984315251986352,spatial,layer2,806
0.999872099319142,spatial,layer3,806
1.0,spatial,layer4,806
0.9985075219757458,spatial,layer5,806
1.0,spatial,layer1,807
1.0,spatial,layer2,807
1.0,spatial,layer3,807
1.0,spatial,layer4,807
1.0,spatial,layer5,807
1.0,spatial,layer1,808
0.9998282691823324,spatial,layer2,808
1.0,spatial,layer3,808
1.0,spatial,layer4,808
1.0,spatial,layer5,808
1.0,spatial,layer1,809
0.9999160427113624,spatial,layer2,809
0.9926030772903814,spatial,layer3,809
1.0,spatial,layer4,809
1.0,spatial,layer5,809
1.0,spatial,layer1,810
1.0,spatial,layer2,810
1.0,spatial,layer3,810
1.0,spatial,layer4,810
1.0,spatial,layer5,810
1.0,spatial,layer1,811
1.0,spatial,layer2,811
0.9999658931517712,spatial,layer3,811
1.0,spatial,layer4,811
0.99985245464399,spatial,layer5,811
1.0,spatial,layer1,812
1.0,spatial,layer2,812
1.0,spatial,layer3,812
1.0,spatial,layer4,812
1.0,spatial,layer5,812
1.0,spatial,layer1,813
1.0,spatial,layer2,813
0.9998806260311992,spatial,layer3,813
1.0,spatial,layer4,813
1.0,spatial,layer5,813
0.999977213690015,spatial,layer1,814
0.9953976140865064,spatial,layer2,814
1.0,spatial,layer3,814
1.0,spatial,layer4,814
0.9998581294653752,spatial,layer5,814
1.0,spatial,layer1,815
0.99991222647097,spatial,layer2,815
0.9998678359631136,spatial,layer3,815
1.0,spatial,layer4,815
0.99982975535845,spatial,layer5,815
1.0,spatial,layer1,816
0.9998168204611544,spatial,layer2,816
1.0,spatial,layer3,816
1.0,spatial,layer4,816
1.0,spatial,layer5,816
1.0,spatial,layer1,817
1.0,spatial,layer2,817
0.9676624445230796,spatial,layer3,817
1.0,spatial,layer4,817
1.0,spatial,layer5,817
1.0,spatial,layer1,818
0.9998855127882216,spatial,layer2,818
0.9998465191829704,spatial,layer3,818
1.0,spatial,layer4,818
1.0,spatial,layer5,818
1.0,spatial,layer1,819
1.0,spatial,layer2,819
1.0,spatial,layer3,819
1.0,spatial,layer4,819
0.99986380428676,spatial,layer5,819
1.0,spatial,layer1,820
0.9998359016631176,spatial,layer2,820
1.0,spatial,layer3,820
1.0,spatial,layer4,820
1.0,spatial,layer5,820
1.0,spatial,layer1,821
0.99052809134553,spatial,layer2,821
0.9960308155373748,spatial,layer3,821
1.0,spatial,layer4,821
1.0,spatial,layer5,821
1.0,spatial,layer1,822
1.0,spatial,layer2,822
0.9999019428113424,spatial,layer3,822
1.0,spatial,layer4,822
0.9998354301798352,spatial,layer5,822
1.0,spatial,layer1,823
1.0,spatial,layer2,823
0.9999317863035424,spatial,layer3,823
1.0,spatial,layer4,823
1.0,spatial,layer5,823
1.0,spatial,layer1,824
1.0,spatial,layer2,824
0.9999019428113424,spatial,layer3,824
1.0,spatial,layer4,824
1.0,spatial,layer5,824
1.0,spatial,layer1,825
0.9998778803074364,spatial,layer2,825
1.0,spatial,layer3,825
1.0,spatial,layer4,825
1.0,spatial,layer5,825
1.0,spatial,layer1,826
1.0,spatial,layer2,826
0.9998678359631136,spatial,layer3,826
1.0,spatial,layer4,826
1.0,spatial,layer5,826
1.0,spatial,layer1,827
0.9998397179035102,spatial,layer2,827
1.0,spatial,layer3,827
1.0,spatial,layer4,827
0.999994325178615,spatial,layer5,827
1.0,spatial,layer1,828
1.0,spatial,layer2,828
0.8768359076898152,spatial,layer3,828
1.0,spatial,layer4,828
1.0,spatial,layer5,828
1.0,spatial,layer1,829
1.0,spatial,layer2,829
0.9998934160992852,spatial,layer3,829
1.0,spatial,layer4,829
1.0,spatial,layer5,829
1.0,spatial,layer1,830
1.0,spatial,layer2,830
1.0,spatial,layer3,830
1.0,spatial,layer4,830
0.99987515392953,spatial,layer5,830
1.0,spatial,layer1,831
1.0,spatial,layer2,831
1.0,spatial,layer3,831
1.0,spatial,layer4,831
0.99984110500122,spatial,layer5,831
1.0,spatial,layer1,832
0.9998206367015472,spatial,layer2,832
1.0,spatial,layer3,832
1.0,spatial,layer4,832
0.9998127308942952,spatial,layer5,832
1.0,spatial,layer1,833
1.0,spatial,layer2,833
0.9999445763716284,spatial,layer3,833
1.0,spatial,layer4,833
1.0,spatial,layer5,833
1.0,spatial,layer1,834
0.9998664315862584,spatial,layer2,834
1.0,spatial,layer3,834
1.0,spatial,layer4,834
1.0,spatial,layer5,834
1.0,spatial,layer1,835
1.0,spatial,layer2,835
0.9998806260311992,spatial,layer3,835
1.0,spatial,layer4,835
1.0,spatial,layer5,835
1.0,spatial,layer1,836
1.0,spatial,layer2,836
1.0,spatial,layer3,836
1.0,spatial,layer4,836
1.0,spatial,layer5,836
1.0,spatial,layer1,837
1.0,spatial,layer2,837
1.0,spatial,layer3,837
1.0,spatial,layer4,837
0.999994325178615,spatial,layer5,837
1.0,spatial,layer1,838
1.0,spatial,layer2,838
0.9998806260311992,spatial,layer3,838
1.0,spatial,layer4,838
0.999892178393685,spatial,layer5,838
1.0,spatial,layer1,839
1.0,spatial,layer2,839
1.0,spatial,layer3,839
1.0,spatial,layer4,839
1.0,spatial,layer5,839
1.0,spatial,layer1,840
0.999900777749792,spatial,layer2,840
1.0,spatial,layer3,840
1.0,spatial,layer4,840
1.0,spatial,layer5,840
1.0,spatial,layer1,841
1.0,spatial,layer2,841
0.999872099319142,spatial,layer3,841
1.0,spatial,layer4,841
0.999994325178615,spatial,layer5,841
1.0,spatial,layer1,842
0.9999045939901846,spatial,layer2,842
1.0,spatial,layer3,842
1.0,spatial,layer4,842
0.99982975535845,spatial,layer5,842
1.0,spatial,layer1,843
1.0,spatial,layer2,843
1.0,spatial,layer3,843
1.0,spatial,layer4,843
1.0,spatial,layer5,843
1.0,spatial,layer1,844
1.0,spatial,layer2,844
1.0,spatial,layer3,844
1.0,spatial,layer4,844
1.0,spatial,layer5,844
1.0,spatial,layer1,845
1.0,spatial,layer2,845
1.0,spatial,layer3,845
1.0,spatial,layer4,845
1.0,spatial,layer5,845
1.0,spatial,layer1,846
1.0,spatial,layer2,846
1.0,spatial,layer3,846
1.0,spatial,layer4,846
1.0,spatial,layer5,846
1.0,spatial,layer1,847
1.0,spatial,layer2,847
0.9999019428113424,spatial,layer3,847
1.0,spatial,layer4,847
1.0,spatial,layer5,847
1.0,spatial,layer1,848
0.9998549828650808,spatial,layer2,848
1.0,spatial,layer3,848
1.0,spatial,layer4,848
1.0,spatial,layer5,848
1.0,spatial,layer1,849
0.999900777749792,spatial,layer2,849
1.0,spatial,layer3,849
1.0,spatial,layer4,849
1.0,spatial,layer5,849
1.0,spatial,layer1,850
1.0,spatial,layer2,850
0.999884889387228,spatial,layer3,850
1.0,spatial,layer4,850
1.0,spatial,layer5,850
1.0,spatial,layer1,851
0.99991222647097,spatial,layer2,851
0.9998891527432564,spatial,layer3,851
1.0,spatial,layer4,851
1.0,spatial,layer5,851
1.0,spatial,layer1,852
1.0,spatial,layer2,852
0.999872099319142,spatial,layer3,852
1.0,spatial,layer4,852
0.9998581294653752,spatial,layer5,852
1.0,spatial,layer1,853
0.9998473503842954,spatial,layer2,853
0.9998891527432564,spatial,layer3,853
1.0,spatial,layer4,853
0.99992055250061,spatial,layer5,853
1.0,spatial,layer1,854
1.0,spatial,layer2,854
1.0,spatial,layer3,854
1.0,spatial,layer4,854
0.999994325178615,spatial,layer5,854
1.0,spatial,layer1,855
1.0,spatial,layer2,855
1.0,spatial,layer3,855
1.0,spatial,layer4,855
0.99987515392953,spatial,layer5,855
1.0,spatial,layer1,856
0.9998168204611544,spatial,layer2,856
1.0,spatial,layer3,856
1.0,spatial,layer4,856
1.0,spatial,layer5,856
1.0,spatial,layer1,857
0.9998282691823324,spatial,layer2,857
1.0,spatial,layer3,857
1.0,spatial,layer4,857
1.0,spatial,layer5,857
1.0,spatial,layer1,858
0.999813004220762,spatial,layer2,858
1.0,spatial,layer3,858
1.0,spatial,layer4,858
1.0,spatial,layer5,858
1.0,spatial,layer1,859
1.0,spatial,layer2,859
0.92446185788529,spatial,layer3,859
1.0,spatial,layer4,859
0.9998581294653752,spatial,layer5,859
1.0,spatial,layer1,860
1.0,spatial,layer2,860
1.0,spatial,layer3,860
1.0,spatial,layer4,860
0.999994325178615,spatial,layer5,860
1.0,spatial,layer1,861
1.0,spatial,layer2,861
1.0,spatial,layer3,861
1.0,spatial,layer4,861
1.0,spatial,layer5,861
1.0,spatial,layer1,862
1.0,spatial,layer2,862
1.0,spatial,layer3,862
1.0,spatial,layer4,862
1.0,spatial,layer5,862
1.0,spatial,layer1,863
1.0,spatial,layer2,863
1.0,spatial,layer3,863
1.0,spatial,layer4,863
1.0,spatial,layer5,863
1.0,spatial,layer1,864
0.9999084102305772,spatial,layer2,864
1.0,spatial,layer3,864
1.0,spatial,layer4,864
0.999994325178615,spatial,layer5,864
1.0,spatial,layer1,865
1.0,spatial,layer2,865
0.9999445763716284,spatial,layer3,865
1.0,spatial,layer4,865
1.0,spatial,layer5,865
1.0,spatial,layer1,866
1.0,spatial,layer2,866
1.0,spatial,layer3,866
1.0,spatial,layer4,866
0.99986380428676,spatial,layer5,866
1.0,spatial,layer1,867
0.9998969615093994,spatial,layer2,867
1.0,spatial,layer3,867
1.0,spatial,layer4,867
1.0,spatial,layer5,867
1.0,spatial,layer1,868
1.0,spatial,layer2,868
1.0,spatial,layer3,868
1.0,spatial,layer4,868
0.999994325178615,spatial,layer5,868
1.0,spatial,layer1,869
1.0,spatial,layer2,869
1.0,spatial,layer3,869
1.0,spatial,layer4,869
0.99986380428676,spatial,layer5,869
1.0,spatial,layer1,870
1.0,spatial,layer2,870
1.0,spatial,layer3,870
1.0,spatial,layer4,870
1.0,spatial,layer5,870
1.0,spatial,layer1,871
0.998752089391615,spatial,layer2,871
1.0,spatial,layer3,871
1.0,spatial,layer4,871
0.9998240805370652,spatial,layer5,871
1.0,spatial,layer1,872
1.0,spatial,layer2,872
1.0,spatial,layer3,872
1.0,spatial,layer4,872
1.0,spatial,layer5,872
1.0,spatial,layer1,873
0.9998282691823324,spatial,layer2,873
0.9998763626751708,spatial,layer3,873
1.0,spatial,layer4,873
0.999994325178615,spatial,layer5,873
1.0,spatial,layer1,874
0.9999084102305772,spatial,layer2,874
1.0,spatial,layer3,874
1.0,spatial,layer4,874
1.0,spatial,layer5,874
1.0,spatial,layer1,875
0.9998969615093994,spatial,layer2,875
1.0,spatial,layer3,875
1.0,spatial,layer4,875
0.999994325178615,spatial,layer5,875
1.0,spatial,layer1,876
1.0,spatial,layer2,876
1.0,spatial,layer3,876
1.0,spatial,layer4,876
1.0,spatial,layer5,876
1.0,spatial,layer1,877
0.9936726734290446,spatial,layer2,877
1.0,spatial,layer3,877
1.0,spatial,layer4,877
1.0,spatial,layer5,877
1.0,spatial,layer1,878
1.0,spatial,layer2,878
0.9998806260311992,spatial,layer3,878
1.0,spatial,layer4,878
1.0,spatial,layer5,878
0.9999886068450076,spatial,layer1,879
1.0,spatial,layer2,879
1.0,spatial,layer3,879
1.0,spatial,layer4,879
0.99985245464399,spatial,layer5,879
1.0,spatial,layer1,880
1.0,spatial,layer2,880
0.9998593092510564,spatial,layer3,880
1.0,spatial,layer4,880
1.0,spatial,layer5,880
0.9996354190402408,spatial,layer1,881
1.0,spatial,layer2,881
1.0,spatial,layer3,881
1.0,spatial,layer4,881
0.999994325178615,spatial,layer5,881
1.0,spatial,layer1,882
0.999851166624688,spatial,layer2,882
1.0,spatial,layer3,882
1.0,spatial,layer4,882
0.9999035280364552,spatial,layer5,882
1.0,spatial,layer1,883
1.0,spatial,layer2,883
1.0,spatial,layer3,883
1.0,spatial,layer4,883
1.0,spatial,layer5,883
1.0,spatial,layer1,884
0.9998473503842954,spatial,layer2,884
1.0,spatial,layer3,884
1.0,spatial,layer4,884
1.0,spatial,layer5,884
1.0,spatial,layer1,885
0.9999236751921478,spatial,layer2,885
1.0,spatial,layer3,885
1.0,spatial,layer4,885
1.0,spatial,layer5,885
1.0,spatial,layer1,886
1.0,spatial,layer2,886
1.0,spatial,layer3,886
1.0,spatial,layer4,886
1.0,spatial,layer5,886
1.0,spatial,layer1,887
0.9998893290286142,spatial,layer2,887
1.0,spatial,layer3,887
1.0,spatial,layer4,887
1.0,spatial,layer5,887
1.0,spatial,layer1,888
1.0,spatial,layer2,888
1.0,spatial,layer3,888
1.0,spatial,layer4,888
1.0,spatial,layer5,888
1.0,spatial,layer1,889
1.0,spatial,layer2,889
1.0,spatial,layer3,889
1.0,spatial,layer4,889
1.0,spatial,layer5,889
1.0,spatial,layer1,890
1.0,spatial,layer2,890
1.0,spatial,layer3,890
1.0,spatial,layer4,890
0.99990920285784,spatial,layer5,890
1.0,spatial,layer1,891
0.999851166624688,spatial,layer2,891
0.999884889387228,spatial,layer3,891
1.0,spatial,layer4,891
0.999892178393685,spatial,layer5,891
1.0,spatial,layer1,892
0.999832085422725,spatial,layer2,892
1.0,spatial,layer3,892
1.0,spatial,layer4,892
0.9984904975115908,spatial,layer5,892
1.0,spatial,layer1,893
1.0,spatial,layer2,893
1.0,spatial,layer3,893
1.0,spatial,layer4,893
0.9985131967971308,spatial,layer5,893
1.0,spatial,layer1,894
0.999900777749792,spatial,layer2,894
1.0,spatial,layer3,894
1.0,spatial,layer4,894
0.99984110500122,spatial,layer5,894
1.0,spatial,layer1,895
0.99991222647097,spatial,layer2,895
0.9999019428113424,spatial,layer3,895
1.0,spatial,layer4,895
1.0,spatial,layer5,895
1.0,spatial,layer1,896
1.0,spatial,layer2,896
0.9966575288735788,spatial,layer3,896
1.0,spatial,layer4,896
1.0,spatial,layer5,896
1.0,spatial,layer1,897
1.0,spatial,layer2,897
0.9998593092510564,spatial,layer3,897
1.0,spatial,layer4,897
0.9998808287509152,spatial,layer5,897
1.0,spatial,layer1,898
1.0,spatial,layer2,898
1.0,spatial,layer3,898
1.0,spatial,layer4,898
1.0,spatial,layer5,898
1.0,spatial,layer1,899
0.99991222647097,spatial,layer2,899
0.9999189962354568,spatial,layer3,899
1.0,spatial,layer4,899
1.0,spatial,layer5,899
1.0,spatial,layer1,900
1.0,spatial,layer2,900
0.982614034115375,spatial,layer3,900
1.0,spatial,layer4,900
1.0,spatial,layer5,900
1.0,spatial,layer1,901
0.9999160427113624,spatial,layer2,901
1.0,spatial,layer3,901
1.0,spatial,layer4,901
1.0,spatial,layer5,901
1.0,spatial,layer1,902
1.0,spatial,layer2,902
0.9999360496595712,spatial,layer3,902
1.0,spatial,layer4,902
1.0,spatial,layer5,902
1.0,spatial,layer1,903
1.0,spatial,layer2,903
1.0,spatial,layer3,903
1.0,spatial,layer4,903
1.0,spatial,layer5,903
1.0,spatial,layer1,904
1.0,spatial,layer2,904
1.0,spatial,layer3,904
1.0,spatial,layer4,904
1.0,spatial,layer5,904
1.0,spatial,layer1,905
0.9999274914325404,spatial,layer2,905
1.0,spatial,layer3,905
1.0,spatial,layer4,905
1.0,spatial,layer5,905
1.0,spatial,layer1,906
1.0,spatial,layer2,906
1.0,spatial,layer3,906
1.0,spatial,layer4,906
1.0,spatial,layer5,906
1.0,spatial,layer1,907
1.0,spatial,layer2,907
1.0,spatial,layer3,907
1.0,spatial,layer4,907
1.0,spatial,layer5,907
1.0,spatial,layer1,908
1.0,spatial,layer2,908
1.0,spatial,layer3,908
1.0,spatial,layer4,908
1.0,spatial,layer5,908
1.0,spatial,layer1,909
0.9998587991054732,spatial,layer2,909
1.0,spatial,layer3,909
1.0,spatial,layer4,909
1.0,spatial,layer5,909
1.0,spatial,layer1,910
1.0,spatial,layer2,910
1.0,spatial,layer3,910
0.9998056949056736,spatial,layer4,910
1.0,spatial,layer5,910
1.0,spatial,layer1,911
1.0,spatial,layer2,911
1.0,spatial,layer3,911
1.0,spatial,layer4,911
0.9985699450109808,spatial,layer5,911
1.0,spatial,layer1,912
1.0,spatial,layer2,912
0.999032218181508,spatial,layer3,912
1.0,spatial,layer4,912
0.99996595107169,spatial,layer5,912
1.0,spatial,layer1,913
0.9998778803074364,spatial,layer2,913
1.0,spatial,layer3,913
1.0,spatial,layer4,913
1.0,spatial,layer5,913
1.0,spatial,layer1,914
1.0,spatial,layer2,914
1.0,spatial,layer3,914
1.0,spatial,layer4,914
1.0,spatial,layer5,914
1.0,spatial,layer1,915
0.9998702478266512,spatial,layer2,915
1.0,spatial,layer3,915
1.0,spatial,layer4,915
1.0,spatial,layer5,915
1.0,spatial,layer1,916
1.0,spatial,layer2,916
0.8242943079933662,spatial,layer3,916
1.0,spatial,layer4,916
1.0,spatial,layer5,916
1.0,spatial,layer1,917
1.0,spatial,layer2,917
1.0,spatial,layer3,917
1.0,spatial,layer4,917
1.0,spatial,layer5,917
1.0,spatial,layer1,918
1.0,spatial,layer2,918
1.0,spatial,layer3,918
1.0,spatial,layer4,918
1.0,spatial,layer5,918
1.0,spatial,layer1,919
1.0,spatial,layer2,919
1.0,spatial,layer3,919
1.0,spatial,layer4,919
1.0,spatial,layer5,919
0.9999316410700452,spatial,layer1,920
0.9998855127882216,spatial,layer2,920
0.9998976794553136,spatial,layer3,920
1.0,spatial,layer4,920
1.0,spatial,layer5,920
1.0,spatial,layer1,921
1.0,spatial,layer2,921
1.0,spatial,layer3,921
1.0,spatial,layer4,921
1.0,spatial,layer5,921
1.0,spatial,layer1,922
1.0,spatial,layer2,922
0.999884889387228,spatial,layer3,922
1.0,spatial,layer4,922
1.0,spatial,layer5,922
1.0,spatial,layer1,923
